(0.0115983,0.0080121,1.4475980080128807)
(0.019576,0.0120019,1.631075079779035)
(0.0436604,0.0189998,2.2979399783155614)
(0.1794652,0.1169965,1.5339364852794741)
(0.7374298,0.6349932,1.1613192078277372)
(2.9173845,2.9370234,0.9933133321307551)
(11.7761083,15.969999,0.7373894199993376)
(48.1167601,77.2615138,0.6227778583856843)
(190.9151599,363.4202588,0.5253288865359204)
(756.4821755,1768.9267093,0.4276503777815392)
(3059.9952361,8392.7443452,0.36460007719049375)
