(0.0558089,0.0059657,9.354962535829827)
(0.0090362,0.0104322,0.8661835470945725)
(0.0195492,0.0042068,4.647047637158885)
(0.0428455,0.0150038,2.855643237046615)
(0.0840944,0.0484966,1.7340267152748852)
(0.3094856,0.2237264,1.3833217715924453)
(1.1938603,1.2285003,0.9718030186887215)
(4.6238436,5.6679366,0.8157895767570865)
(18.4147637,25.8639558,0.7119855849738191)
(65.9954883,117.5601536,0.5613763361057739)
(264.1248715,591.1209244,0.4468203722750843)
